MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageType,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Condition1,SalePrice
RL,52.62776819115432,12830,Mitchel,1Fam,2Story,10,4,1981,1992,Plywood,PConc,1689.0,Gd,Y,811,550,726,1,0,3,1,Gd,0,Detchd,3,725.0,24,0,24,0,4000,10,2008,New,Partial,Norm,684604
RL,68.81636854179565,10826,Edwards,1Fam,1Story,1,5,1920,1997,Plywood,CBlock,973.0,TA,Y,1199,1650,992,1,0,3,1,Gd,0,Detchd,2,570.0,21,36,42,0,0,5,2012,WD,Partial,Norm,436469
RL,98.27048703601955,10370,IDOTRR,1Fam,1Story,7,7,2002,2018,CemntBd,CBlock,1463.0,Ex,Y,452,1150,400,2,1,3,1,TA,1,Detchd,3,682.0,54,33,19,0,0,5,2016,WD,Abnorml,Norm,631481
RL,,14916,Mitchel,1Fam,2Story,2,4,1952,1956,HdBoard,PConc,941.0,Fa,Y,1088,800,1406,2,0,4,1,Gd,1,Attchd,3,550.0,231,15,1,0,0,7,2020,WD,Normal,PosA,708649
RL,119.60312648970209,8139,Veenker,2fmCon,1Story,7,2,1952,1979,Plywood,BrkTil,1077.0,Ex,Y,793,1100,1424,2,0,3,1,Ex,2,BuiltIn,2,294.0,3,43,35,0,4000,10,2009,WD,Normal,Feedr,613978
C (all),55.34261233542823,9938,ClearCr,1Fam,SLvl,7,1,1999,1999,CemntBd,Slab,603.0,TA,Y,1130,1550,1330,1,1,3,1,TA,0,BuiltIn,2,494.0,35,97,0,450,0,1,2009,WD,Family,Norm,602155
RL,50.20488428518356,6142,CollgCr,Twnhs,2Story,1,1,1967,2021,CemntBd,BrkTil,865.0,Gd,Y,776,400,1931,2,0,4,1,TA,1,Detchd,2,370.0,123,13,26,0,0,1,2011,Con,Normal,Norm,494557
RL,94.48250871670348,16175,StoneBr,Duplex,2Story,7,9,1900,1962,Plywood,CBlock,1063.0,TA,N,1227,300,1979,1,0,3,1,TA,0,Attchd,2,509.0,156,5,11,0,0,2,2010,WD,Partial,Norm,530202
RM,46.08242743456928,12069,Sawyer,1Fam,2Story,9,2,1971,1971,HdBoard,PConc,1475.0,TA,Y,1105,800,1431,2,0,4,1,Ex,1,None,1,275.0,37,0,20,750,4000,5,2022,WD,Normal,Norm,685910
RL,66.06464022364928,7669,NoRidge,1Fam,1Story,9,6,1980,1980,VinylSd,PConc,1066.0,Gd,Y,1520,0,646,2,0,3,1,TA,0,BuiltIn,1,158.0,123,87,2,0,0,4,2013,WD,Abnorml,Norm,568255
RL,68.68706910280847,10042,NWAmes,1Fam,1Story,1,2,1938,1957,Plywood,PConc,1415.0,Gd,Y,1102,1500,1746,1,0,3,1,TA,1,BuiltIn,1,242.0,27,47,11,0,0,6,2021,WD,Family,Feedr,462857
C (all),90.71978946771844,12538,NWAmes,1Fam,2Story,3,5,1922,1997,HdBoard,CBlock,1192.0,Fa,Y,869,1700,1722,2,0,3,1,Gd,0,Attchd,2,543.0,30,28,10,0,0,4,2007,WD,Normal,Norm,484713
RL,82.28535936050494,9497,NoRidge,1Fam,1Story,3,7,1906,1988,MetalSd,PConc,1488.0,TA,Y,1025,1100,1623,2,0,3,1,Gd,1,BuiltIn,1,260.0,78,34,8,0,0,8,2007,WD,Normal,Norm,507565
RL,79.14129828353725,8362,BrkSide,1Fam,1Story,5,2,2004,2004,Wd Sdng,CBlock,982.0,Ex,Y,696,1750,1892,1,0,4,1,Gd,0,Attchd,2,272.0,102,2,9,0,2000,4,2020,New,Partial,Norm,690867
RL,61.951382441966665,7882,IDOTRR,1Fam,SLvl,2,5,1900,2017,CemntBd,CBlock,1717.0,TA,Y,1221,0,1034,2,1,2,1,Ex,1,Attchd,2,371.0,192,43,23,0,0,11,2010,New,Abnorml,Norm,473632
RL,,11855,Sawyer,1Fam,1.5Fin,9,4,1972,1982,MetalSd,CBlock,854.0,Gd,Y,1276,1150,2303,2,1,3,1,Fa,0,Detchd,2,337.0,286,22,20,0,0,4,2007,WD,Abnorml,Feedr,709607
RL,150.5164808545453,9067,SawyerW,1Fam,1Story,8,7,2003,2003,Plywood,PConc,770.0,Gd,N,1840,800,1116,2,1,2,1,Gd,1,Attchd,3,722.0,23,13,5,0,0,3,2016,COD,Family,Norm,529168
FV,83.82564197845832,8684,ClearCr,Duplex,SLvl,9,6,1943,1977,Wd Sdng,BrkTil,636.0,TA,N,913,500,1799,1,1,3,1,Gd,0,Attchd,2,473.0,33,17,7,0,0,11,2008,WD,Normal,Norm,665124
RL,71.99344415093672,5155,Crawfor,Twnhs,1Story,2,7,1924,2009,VinylSd,CBlock,1699.0,Fa,Y,1019,550,825,1,1,4,1,TA,1,Attchd,1,112.0,25,8,11,400,0,8,2007,WD,Abnorml,Norm,390167
RL,44.04274058015679,10810,MeadowV,TwnhsE,1.5Fin,1,6,1988,1989,Plywood,CBlock,1245.0,Ex,Y,927,1000,1127,2,0,1,1,Ex,1,Attchd,3,623.0,23,153,6,0,0,1,2013,New,Normal,Norm,599431
RL,57.25037101365693,9775,Mitchel,1Fam,2Story,10,3,1978,1978,Wd Sdng,Slab,899.0,Gd,Y,1163,1150,2106,1,0,3,1,Gd,0,Detchd,2,504.0,228,41,70,250,0,2,2015,WD,Normal,Norm,750117
RH,65.72579532105392,9213,CollgCr,1Fam,2Story,3,6,1901,2001,HdBoard,PConc,1374.0,Gd,Y,1214,300,1395,2,0,3,1,TA,0,Attchd,2,451.0,19,28,4,0,4000,1,2015,Oth,Normal,Norm,491285
RL,59.30799519465735,11295,OldTown,1Fam,2Story,7,9,1971,2005,CemntBd,BrkTil,1206.0,TA,Y,1083,1100,1835,2,0,4,1,TA,0,Attchd,2,451.0,36,2,7,0,0,10,2016,WD,Normal,Feedr,704434
RL,69.67844330946303,13492,OldTown,Twnhs,1Story,10,4,1900,1968,VinylSd,BrkTil,1589.0,TA,Y,1425,1650,1594,2,2,2,1,TA,0,Detchd,1,205.0,17,2,26,500,0,8,2006,Con,Normal,Norm,656285
RL,,13306,ClearCr,1Fam,SLvl,1,7,1949,1991,HdBoard,Slab,535.0,Fa,Y,914,0,1458,2,0,3,2,Ex,1,None,2,355.0,95,89,65,0,0,12,2011,WD,Normal,Feedr,591069
RL,94.94333834738468,12710,NWAmes,1Fam,1Story,1,6,1937,1991,HdBoard,PConc,920.0,Ex,Y,1395,1550,2045,2,1,4,1,TA,0,Attchd,1,219.0,127,63,8,0,0,4,2012,WD,Normal,PosN,483782
RL,66.82334567063492,9537,Edwards,2fmCon,SLvl,1,1,2003,2003,Plywood,PConc,861.0,Ex,Y,1261,1100,1405,1,0,3,2,Ex,0,Attchd,2,444.0,105,6,10,0,0,1,2011,WD,Abnorml,Norm,481201
RL,45.83440110668279,8232,StoneBr,1Fam,1Story,2,1,2021,2021,BrkFace,PConc,407.0,Gd,Y,1096,600,787,1,0,4,2,TA,0,None,1,244.0,4,12,28,0,4000,6,2016,New,Normal,Artery,341989
RL,96.74735285804826,6324,NWAmes,Twnhs,1Story,1,6,1986,2003,CemntBd,CBlock,1318.0,Ex,Y,1005,1300,1178,2,0,3,1,Ex,0,CarPort,2,495.0,95,43,0,0,1000,1,2010,WD,Normal,Norm,423345
RL,,8127,NoRidge,1Fam,1Story,9,2,1991,1995,VinylSd,PConc,918.0,Ex,Y,1828,1100,1720,2,0,4,1,Gd,0,Detchd,1,223.0,89,40,3,0,1000,2,2017,WD,Normal,Artery,596356
FV,35.469991487952896,10578,ClearCr,1Fam,1Story,7,4,1902,2002,VinylSd,PConc,1221.0,Gd,Y,854,1350,1658,2,0,2,1,TA,1,Attchd,1,263.0,31,17,27,0,0,10,2022,Oth,Normal,Norm,573285
RL,84.24860236986072,7354,Sawyer,TwnhsE,2Story,10,5,1907,1977,CemntBd,Slab,1707.0,TA,Y,1189,0,873,2,1,2,1,TA,0,Attchd,1,205.0,188,30,4,0,4000,5,2017,WD,Partial,Artery,599699
RL,90.5137336846693,10884,Sawyer,1Fam,2Story,9,5,1996,1996,Plywood,PConc,894.0,TA,Y,874,0,1210,2,0,3,1,Gd,2,Detchd,2,324.0,232,44,11,0,0,11,2012,WD,Normal,Norm,617639
RL,21.48183190130662,6638,MeadowV,1Fam,1.5Fin,10,7,1953,2022,MetalSd,PConc,873.0,TA,Y,1635,1150,1267,1,1,3,1,TA,1,BuiltIn,1,239.0,209,71,59,0,0,7,2013,WD,Abnorml,Norm,602260
RL,53.50890715734193,3856,OldTown,1Fam,2Story,3,4,1962,1966,BrkFace,CBlock,1035.0,Ex,Y,1366,550,1353,1,1,4,1,TA,0,None,2,450.0,47,6,3,0,0,8,2016,New,AdjLand,PosA,554740
RL,67.79091977384572,13777,NridgHt,1Fam,2Story,3,1,1985,1998,HdBoard,PConc,1296.0,TA,Y,896,450,949,2,0,3,1,Gd,2,Attchd,2,479.0,204,16,5,0,0,11,2019,COD,Normal,PosN,564380
RL,84.69021822617235,8602,StoneBr,1Fam,1Story,9,5,1943,1959,VinylSd,CBlock,829.0,Gd,Y,1253,750,1248,1,2,3,1,Ex,1,Attchd,2,338.0,105,43,52,0,500,6,2011,WD,Normal,Norm,489862
RL,59.68506830751657,7151,CollgCr,1Fam,2Story,3,8,1984,1984,Wd Sdng,PConc,810.0,Gd,Y,1177,1300,1208,3,0,4,1,Gd,1,BuiltIn,1,291.0,67,4,36,0,0,4,2006,WD,AdjLand,Norm,493996
RL,,6124,MeadowV,1Fam,SLvl,1,4,1990,2020,HdBoard,CBlock,1317.0,TA,Y,945,350,1808,1,0,3,1,Ex,0,BuiltIn,3,745.0,1,279,8,0,0,10,2018,WD,Normal,PosA,577624
RL,84.54338499360566,12192,OldTown,1Fam,1Story,7,7,1929,1959,HdBoard,PConc,1113.0,TA,Y,1327,1750,1823,2,0,4,1,Gd,1,Detchd,2,416.0,32,122,9,0,0,10,2017,WD,Abnorml,Norm,669892
RL,60.633552533716816,15999,NridgHt,1Fam,1Story,9,5,1985,1998,Plywood,CBlock,386.0,Ex,Y,1216,750,1441,1,1,4,1,Gd,0,Attchd,1,182.0,123,35,2,0,0,4,2007,COD,Normal,Norm,631481
RL,80.84109301097394,8887,StoneBr,1Fam,1Story,10,2,1921,1988,MetalSd,PConc,632.0,TA,Y,1164,300,1343,2,0,2,1,TA,1,Detchd,1,263.0,50,13,22,0,0,10,2017,New,Normal,Norm,380299
RL,47.76968690050819,9637,SawyerW,2fmCon,1Story,10,5,1938,2009,Plywood,PConc,1450.0,Gd,Y,1087,0,1555,1,1,4,1,Gd,0,Attchd,1,,38,40,1,0,4000,12,2007,New,Partial,Norm,649341
RL,42.95333961527203,14786,BrkSide,1Fam,2Story,2,5,1996,1996,Wd Sdng,Slab,1120.0,TA,Y,1229,1550,1173,2,1,4,1,Gd,0,Attchd,2,620.0,19,172,46,0,0,3,2017,WD,Normal,Norm,571641
RL,85.10538315140793,3258,ClearCr,1Fam,1Story,8,7,2021,2021,CemntBd,BrkTil,771.0,TA,Y,1168,0,1041,3,0,4,1,Gd,1,Attchd,1,195.0,100,3,7,0,0,11,2019,WD,Normal,Norm,612363
RL,75.05039820634428,18367,SawyerW,1Fam,1.5Fin,9,7,1908,2016,BrkFace,CBlock,948.0,TA,N,1117,750,1123,2,1,1,1,Ex,0,Attchd,3,866.0,69,31,1,0,0,2,2006,New,Normal,Norm,616979
C (all),88.44911466472414,20276,NoRidge,1Fam,1Story,7,2,1980,2011,Plywood,Slab,1003.0,Gd,Y,907,1200,1246,1,1,3,1,Gd,0,Attchd,2,425.0,108,31,19,0,0,11,2019,WD,Partial,Norm,596449
RL,59.348139981571165,1300,Veenker,1Fam,1Story,9,1,1970,2003,MetalSd,PConc,1220.0,Gd,Y,1608,900,1034,2,0,4,2,Gd,1,Attchd,1,283.0,129,8,24,0,0,11,2008,WD,Normal,Norm,557808
RL,54.097893950405094,10109,NWAmes,Twnhs,1Story,9,2,1975,1975,Plywood,CBlock,592.0,Gd,Y,784,500,1564,2,0,3,1,Gd,0,Attchd,2,381.0,44,43,8,0,0,11,2010,New,Abnorml,Feedr,466616
FV,97.21437775081822,7624,MeadowV,1Fam,1Story,5,7,1997,1997,Wd Sdng,Slab,747.0,TA,Y,1228,0,1791,1,0,3,2,TA,0,Attchd,1,220.0,61,8,16,0,0,5,2018,WD,Normal,Norm,586977
RL,39.54082472011059,9440,BrkSide,TwnhsE,1.5Fin,1,5,1908,1986,Wd Sdng,CBlock,1081.0,Po,Y,1003,1250,865,2,0,3,1,TA,0,Attchd,1,252.0,10,37,12,0,0,12,2012,WD,Normal,Norm,467797
RL,95.0292141836125,8826,NoRidge,1Fam,SLvl,5,4,1991,1998,MetalSd,PConc,970.0,TA,Y,1627,900,1510,2,1,4,1,Ex,2,None,2,492.0,88,4,30,500,0,7,2023,WD,Normal,Feedr,586794
RH,96.41009414964766,13747,ClearCr,Duplex,2Story,3,5,1934,1999,VinylSd,BrkTil,1171.0,TA,N,828,0,1412,2,0,4,2,TA,1,Detchd,1,264.0,22,104,9,0,2000,1,2023,WD,Normal,Feedr,545570
RL,,10049,NoRidge,TwnhsE,1Story,2,1,1919,2008,HdBoard,PConc,631.0,TA,Y,879,350,1636,2,0,4,1,Gd,1,Attchd,1,200.0,20,102,45,0,0,11,2023,New,Normal,Norm,465144
RM,56.24384965979104,6856,Veenker,Duplex,2Story,2,6,1955,1957,Plywood,PConc,1107.0,TA,Y,809,1000,1494,2,1,4,1,Gd,1,Detchd,3,670.0,60,144,23,0,2000,11,2007,WD,Normal,Feedr,421354
RL,53.66952326549281,9811,OldTown,1Fam,2Story,7,2,1903,1962,VinylSd,CBlock,1327.0,Ex,Y,1197,300,918,2,1,3,1,Ex,1,Attchd,2,539.0,122,6,13,0,1000,4,2009,WD,Normal,Norm,620407
RL,65.79888454003601,12559,Crawfor,1Fam,2Story,6,6,1978,1978,HdBoard,PConc,1146.0,Gd,Y,688,700,995,1,1,3,1,Gd,1,Attchd,3,575.0,37,105,4,0,0,3,2009,Con,Normal,Norm,450862
RL,44.09920646337201,5765,NAmes,1Fam,2Story,6,2,1970,1990,Wd Sdng,PConc,1041.0,Gd,Y,956,0,1511,2,0,2,1,TA,1,Attchd,1,242.0,94,58,3,600,0,7,2016,COD,Normal,Feedr,520063
FV,50.766120024928064,3915,BrkSide,1Fam,2Story,8,3,1963,1996,BrkFace,PConc,971.0,Gd,Y,454,1400,1911,2,1,2,1,TA,2,None,3,633.0,33,5,28,0,0,5,2013,WD,Normal,Norm,733621
RL,82.89468583018092,18470,StoneBr,1Fam,1Story,6,9,1903,1958,HdBoard,PConc,749.0,Gd,Y,1172,1150,614,1,0,2,1,Gd,1,Attchd,2,456.0,101,12,4,0,0,8,2019,WD,Normal,Norm,461323
RL,82.98698228448315,7930,NoRidge,TwnhsE,1Story,7,6,1994,2014,VinylSd,CBlock,978.0,Fa,Y,949,1400,1638,1,1,4,2,TA,0,BuiltIn,1,223.0,61,46,9,0,0,5,2011,WD,Normal,PosN,581207
RH,,9950,Somerst,1Fam,SLvl,1,8,1904,1972,MetalSd,CBlock,1377.0,TA,Y,653,0,1975,2,0,2,1,Gd,0,Detchd,2,376.0,3,0,5,350,0,3,2009,New,AdjLand,Norm,502151
C (all),,8908,IDOTRR,1Fam,1Story,9,5,1932,1998,VinylSd,CBlock,964.0,TA,Y,1425,700,1438,1,0,3,1,TA,0,Attchd,1,209.0,38,2,8,0,0,3,2017,WD,Normal,Feedr,643683
RL,79.08606611479613,12692,IDOTRR,TwnhsE,1Story,5,7,1949,2005,BrkFace,CBlock,733.0,TA,Y,707,500,1720,1,2,3,1,TA,1,BuiltIn,2,451.0,211,1,0,0,1000,8,2017,WD,AdjLand,Norm,663336
RL,,17591,OldTown,1Fam,1Story,2,5,1987,1987,CemntBd,PConc,852.0,TA,Y,1339,1100,1218,1,1,3,1,Ex,3,Attchd,2,,138,112,3,0,0,6,2018,WD,Normal,Norm,583646
RM,,12819,StoneBr,TwnhsE,1Story,9,6,1950,2013,VinylSd,PConc,1060.0,TA,Y,889,1450,1452,1,1,3,1,Ex,1,Detchd,2,565.0,61,2,16,0,0,1,2011,COD,Partial,Norm,524514
FV,,4426,Timber,Duplex,SLvl,8,6,2001,2021,VinylSd,Slab,887.0,Gd,Y,1580,400,851,3,0,1,1,Gd,1,Detchd,2,520.0,22,9,20,0,4000,7,2015,COD,Normal,Norm,473139
RH,79.54155181860422,4963,SawyerW,1Fam,1Story,1,1,2015,2020,Wd Sdng,PConc,1145.0,TA,N,1324,1350,562,2,1,3,1,TA,1,Attchd,2,463.0,124,3,33,0,0,10,2022,WD,Normal,Feedr,479111
RM,89.59858219394376,8904,MeadowV,1Fam,2Story,2,6,1994,1994,MetalSd,PConc,1156.0,Gd,Y,797,1050,1877,2,0,3,1,Ex,2,Attchd,1,189.0,89,88,4,0,0,2,2017,WD,Normal,Feedr,553060
RM,44.2576568686445,9427,NridgHt,Twnhs,1.5Fin,1,2,1904,1979,Plywood,Slab,1266.0,TA,Y,824,1450,1106,2,0,4,1,Gd,1,BuiltIn,3,561.0,101,44,1,300,4000,3,2022,WD,Abnorml,Norm,533331
RL,67.56511085778173,3612,Sawyer,1Fam,1Story,3,6,1995,1995,BrkFace,PConc,1427.0,Ex,Y,1281,0,1317,2,0,4,1,Ex,0,Attchd,1,298.0,12,20,3,750,0,5,2013,WD,Partial,Norm,593375
RL,69.22034463544941,13777,NridgHt,Twnhs,1Story,1,2,1925,1983,MetalSd,CBlock,1298.0,Gd,Y,1021,1750,945,2,0,4,1,Fa,1,None,1,179.0,70,68,10,0,0,12,2006,WD,Abnorml,Norm,462765
RL,65.12500106129436,6154,Timber,1Fam,1Story,8,8,2010,2022,CemntBd,PConc,719.0,Gd,Y,1049,800,936,3,0,3,1,TA,0,Attchd,1,224.0,181,35,3,350,0,5,2019,New,Normal,Norm,506761
RM,78.87773260633452,16473,CollgCr,1Fam,1Story,6,6,2021,2021,MetalSd,CBlock,728.0,TA,Y,1481,500,1430,2,1,2,1,Gd,0,Attchd,3,703.0,50,57,9,0,0,11,2014,WD,Normal,Norm,485778
RL,82.68759308991503,17782,Crawfor,1Fam,1Story,10,5,1910,2007,HdBoard,PConc,977.0,TA,N,875,350,1208,2,0,3,1,Ex,0,Attchd,2,415.0,24,26,24,700,0,9,2006,WD,Abnorml,Norm,535864
RL,77.84514154142296,9506,Sawyer,1Fam,2Story,8,9,1912,1981,BrkFace,CBlock,864.0,Ex,Y,1127,1750,1651,2,1,5,1,TA,0,Attchd,2,359.0,134,41,29,0,0,12,2008,COD,Normal,Norm,560586
RL,66.46112237557324,12255,NAmes,1Fam,1Story,7,9,1986,2019,HdBoard,CBlock,658.0,Ex,Y,1386,1550,1681,2,1,3,1,TA,0,None,3,,27,49,15,600,0,7,2011,WD,Normal,Norm,570235
C (all),,5572,NoRidge,1Fam,2Story,6,3,1917,2018,HdBoard,CBlock,867.0,Fa,Y,1342,0,1628,1,0,2,2,Gd,0,Attchd,1,198.0,30,11,11,0,0,4,2009,WD,Abnorml,Norm,476827
RL,91.94372148312468,12994,SawyerW,1Fam,SLvl,1,9,2020,2020,Plywood,PConc,857.0,Ex,Y,1052,800,1595,2,1,5,1,Ex,2,Detchd,3,574.0,111,32,10,0,0,9,2018,Con,Normal,Norm,557279
FV,76.9946563322767,8507,CollgCr,1Fam,1Story,1,4,1966,2010,Plywood,PConc,798.0,TA,Y,1013,1300,2131,2,0,5,1,Gd,0,Attchd,1,273.0,60,17,13,750,4000,2,2017,New,Normal,PosA,517690
RM,49.62772283201183,6151,Mitchel,Duplex,1Story,7,4,1971,1998,Wd Sdng,BrkTil,905.0,TA,Y,578,1050,1072,2,1,2,1,Ex,1,Attchd,2,439.0,20,10,9,0,0,10,2011,WD,Partial,Norm,635974
RL,66.12624916700753,9342,Sawyer,1Fam,1Story,1,9,2006,2006,VinylSd,BrkTil,1353.0,TA,Y,783,350,1478,2,0,4,1,Gd,0,Attchd,1,199.0,34,16,0,0,0,3,2007,WD,Family,Norm,524639
RL,35.134006445852776,8637,CollgCr,1Fam,1Story,1,8,1926,1971,VinylSd,PConc,,Ex,Y,1195,650,1953,2,0,3,1,Ex,3,Detchd,3,672.0,108,24,9,0,0,9,2007,New,Normal,Norm,513053
RL,70.70741228694885,9199,SawyerW,1Fam,1Story,3,8,1968,2006,CemntBd,PConc,1741.0,TA,Y,1058,650,2005,1,0,3,1,Gd,1,Detchd,3,740.0,123,135,4,0,0,7,2023,WD,Family,Norm,534004
FV,66.03240114802809,14298,NridgHt,1Fam,2Story,9,4,2023,2023,HdBoard,CBlock,1051.0,Fa,N,1122,550,931,2,1,3,2,TA,2,Attchd,2,412.0,26,80,0,0,1000,3,2012,WD,Partial,Norm,643233
RL,58.51066099289324,7358,NAmes,1Fam,1Story,5,6,1902,1962,HdBoard,BrkTil,912.0,Gd,Y,1411,1700,1375,3,0,5,1,Gd,1,None,1,256.0,11,34,3,0,0,6,2007,WD,Normal,Artery,464577
RH,101.6920037960706,17440,NridgHt,TwnhsE,1Story,8,9,1921,2020,CemntBd,BrkTil,1001.0,TA,Y,743,400,2043,2,1,3,1,Gd,1,Attchd,1,169.0,15,136,14,300,500,7,2018,New,Abnorml,Norm,609095
FV,46.87691760915776,5199,IDOTRR,1Fam,1Story,5,1,1918,1986,MetalSd,CBlock,1076.0,Gd,Y,1029,1250,1703,2,0,4,1,Gd,0,BuiltIn,2,,38,6,0,0,0,10,2021,WD,AdjLand,PosN,623295
RL,84.1278590336467,16961,IDOTRR,TwnhsE,2Story,2,9,1941,2013,MetalSd,PConc,1130.0,Po,Y,1156,1600,1578,2,1,1,1,TA,0,Attchd,2,439.0,34,0,1,450,0,6,2008,WD,Abnorml,Norm,619739
RL,113.73416321863746,6433,IDOTRR,Duplex,1Story,4,9,1916,1971,BrkFace,CBlock,1623.0,Ex,Y,888,1400,1412,2,0,3,1,Gd,1,Detchd,0,0.0,76,9,5,0,0,1,2023,New,Normal,Feedr,613644
RL,,10495,Mitchel,2fmCon,2Story,1,4,1921,1976,CemntBd,BrkTil,746.0,Gd,Y,1529,1400,1346,1,0,4,1,Gd,0,Attchd,2,384.0,46,46,12,0,0,1,2019,WD,Normal,Norm,543662
RL,69.36922435804466,8539,IDOTRR,1Fam,2Story,8,1,2005,2005,Plywood,PConc,1257.0,Ex,Y,1372,300,1615,2,0,4,1,TA,0,Attchd,2,341.0,23,74,11,0,0,8,2010,WD,Normal,Norm,767905
RL,47.31862721153345,9125,NoRidge,1Fam,1Story,2,4,1957,1977,HdBoard,CBlock,1062.0,Fa,Y,1187,0,1399,2,0,4,1,Ex,2,BuiltIn,3,459.0,207,43,10,450,0,11,2019,Con,Normal,Artery,612620
RL,42.75875646831089,13705,CollgCr,1Fam,2Story,4,1,1944,1982,HdBoard,PConc,528.0,Gd,N,1638,1400,1482,3,1,4,1,TA,0,Detchd,2,378.0,22,0,14,0,500,6,2013,WD,Normal,Norm,500171
C (all),61.76896610084956,16499,ClearCr,1Fam,1Story,10,7,1951,1972,Plywood,PConc,1231.0,Ex,Y,650,1350,1531,1,1,4,2,TA,1,Attchd,2,487.0,35,119,0,0,0,2,2017,WD,Normal,Norm,676570
RM,56.259985321721835,15262,NoRidge,1Fam,2Story,6,4,2020,2020,CemntBd,BrkTil,1380.0,Ex,Y,1097,1300,1228,1,0,3,1,TA,0,Detchd,2,363.0,25,14,1,550,0,3,2008,COD,Normal,Norm,556646
FV,55.609061820837354,8880,Crawfor,1Fam,1Story,5,4,1960,1974,Wd Sdng,PConc,742.0,TA,Y,1209,750,1712,1,0,5,1,Gd,0,Attchd,1,158.0,18,82,35,0,0,12,2010,WD,Normal,Norm,460157
RL,63.47373089057512,11237,NWAmes,1Fam,2Story,6,6,1958,1982,CemntBd,CBlock,997.0,Ex,Y,825,950,2665,2,0,3,1,TA,0,Attchd,2,367.0,19,13,4,0,0,9,2019,WD,Partial,Norm,570838
RM,67.95505814228626,7371,ClearCr,1Fam,2Story,8,6,2015,2015,MetalSd,PConc,482.0,TA,Y,1190,0,789,2,1,3,1,Gd,1,Detchd,2,409.0,2,112,20,0,0,1,2020,WD,Normal,PosN,649082
RH,79.70423895290592,6533,Gilbert,1Fam,2Story,3,2,1904,1982,MetalSd,PConc,622.0,TA,Y,768,550,1629,2,1,3,1,Gd,1,None,1,206.0,7,6,0,400,1000,4,2006,WD,Normal,Norm,384781
RL,,5914,MeadowV,1Fam,2Story,7,4,1959,1959,Plywood,CBlock,1314.0,TA,Y,1307,950,1195,1,1,3,2,Gd,2,Attchd,2,429.0,26,18,7,650,1000,9,2009,WD,Normal,Artery,592964
RM,56.355124077339,8749,NoRidge,1Fam,1Story,9,1,1992,1992,Wd Sdng,PConc,860.0,TA,Y,1417,0,1730,1,1,3,1,Ex,0,Detchd,3,783.0,12,7,9,0,0,8,2016,WD,Family,Feedr,689382
RH,,11498,SawyerW,1Fam,2Story,6,5,1963,1982,VinylSd,CBlock,667.0,TA,N,1181,0,1518,2,0,3,1,Ex,0,BuiltIn,2,539.0,31,3,15,0,1000,4,2022,WD,Normal,Feedr,631738
RH,,2852,Timber,1Fam,1Story,5,3,2007,2007,MetalSd,PConc,1068.0,Ex,Y,544,0,1804,1,0,3,1,Gd,1,Detchd,2,600.0,169,8,29,0,0,9,2018,WD,Normal,Norm,514515
RL,106.72847414826846,10314,NWAmes,1Fam,1Story,2,4,2009,2019,CemntBd,CBlock,843.0,Gd,Y,809,400,1970,1,1,4,1,TA,0,Attchd,2,310.0,7,21,7,0,0,11,2018,New,Normal,Norm,410136
RH,74.64493185447715,16564,Somerst,TwnhsE,1Story,3,2,1941,1959,Wd Sdng,Slab,858.0,Ex,Y,1269,1750,1576,1,0,4,1,TA,0,Attchd,2,371.0,18,93,2,0,0,11,2012,WD,Normal,Artery,589408
RL,37.72820376081151,14987,Gilbert,1Fam,2Story,10,8,2001,2001,CemntBd,PConc,1221.0,Gd,Y,1106,1250,1952,2,0,3,1,Gd,1,Attchd,1,247.0,342,105,9,0,500,10,2006,WD,Partial,Feedr,678078
RL,,8159,Crawfor,2fmCon,2Story,6,3,1930,1971,CemntBd,PConc,651.0,Gd,Y,400,1700,562,2,0,5,1,Gd,1,Attchd,2,403.0,108,114,0,450,0,5,2019,WD,Normal,Norm,452730
RL,80.91327445487957,4912,StoneBr,1Fam,1.5Fin,4,6,1929,1983,MetalSd,BrkTil,728.0,Gd,Y,1472,450,2136,1,1,3,1,Gd,0,Detchd,3,763.0,159,1,24,0,0,1,2020,COD,Normal,Artery,443899
RL,67.49743943510524,12339,Sawyer,1Fam,2Story,5,6,2021,2021,HdBoard,PConc,1046.0,Fa,Y,1140,1050,1650,1,1,3,1,Gd,0,Attchd,1,228.0,5,6,9,0,0,5,2013,WD,Normal,Norm,627435
RL,45.73206651181597,1300,MeadowV,1Fam,2Story,6,7,1901,1973,Plywood,PConc,1290.0,Fa,Y,854,1600,1931,3,2,4,1,Gd,2,Attchd,1,283.0,5,107,1,0,0,1,2015,WD,Abnorml,Norm,567691
RL,105.16109390626926,14940,OldTown,TwnhsE,SLvl,6,1,1943,1951,Wd Sdng,BrkTil,1371.0,Gd,N,1398,650,1012,2,0,4,1,TA,2,Detchd,2,523.0,156,79,4,400,0,7,2010,WD,Normal,Norm,572072
